Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мкс);Кол-во соединений
310;C(310, 14, 85, 121);7;4.55663;153173945;930
310;C(310, 15, 28, 87);7;4.55663;153173945;930
310;C(310, 15, 34, 149);7;4.55663;153173945;930
310;C(310, 15, 37, 152);7;4.55663;153173945;930
310;C(310, 15, 96, 99);7;4.55663;153173945;930
310;C(310, 16, 61, 75);7;4.55663;153173945;930
310;C(310, 17, 35, 148);7;4.55663;153173945;930
310;C(310, 18, 65, 67);7;4.55663;153173945;930
310;C(310, 19, 56, 125);7;4.55663;153173945;930
310;C(310, 21, 25, 36);7;4.55663;153173945;930
310;C(310, 23, 128, 135);7;4.55663;153173945;930
310;C(310, 24, 35, 141);7;4.55663;153173945;930
310;C(310, 25, 26, 41);7;4.55663;153173945;930
310;C(310, 25, 83, 98);7;4.55663;153173945;930
310;C(310, 25, 88, 103);7;4.55663;153173945;930
310;C(310, 35, 38, 107);7;4.55663;153173945;930
310;C(310, 35, 79, 86);7;4.55663;153173945;930
310;C(310, 39, 66, 135);7;4.55663;153173945;930
310;C(310, 42, 53, 55);7;4.55663;153173945;930
310;C(310, 43, 118, 125);7;4.55663;153173945;930
310;C(310, 44, 65, 129);7;4.55663;153173945;930
310;C(310, 45, 49, 84);7;4.55663;153173945;930
310;C(310, 45, 102, 137);7;4.55663;153173945;930
310;C(310, 45, 111, 146);7;4.55663;153173945;930
310;C(310, 48, 85, 127);7;4.55663;153173945;930
310;C(310, 51, 105, 134);7;4.55663;153173945;930
310;C(310, 52, 73, 105);7;4.55663;153173945;930
310;C(310, 54, 109, 115);7;4.55663;153173945;930
310;C(310, 55, 71, 144);7;4.55663;153173945;930
310;C(310, 55, 82, 133);7;4.55663;153173945;930
310;C(310, 57, 65, 142);7;4.55663;153173945;930
310;C(310, 58, 135, 147);7;4.55663;153173945;930
310;C(310, 59, 76, 85);7;4.55663;153173945;930
310;C(310, 63, 75, 108);7;4.55663;153173945;930
310;C(310, 64, 89, 145);7;4.55663;153173945;930
310;C(310, 65, 106, 119);7;4.55663;153173945;930
310;C(310, 68, 125, 143);7;4.55663;153173945;930
310;C(310, 69, 74, 95);7;4.55663;153173945;930
310;C(310, 72, 105, 113);7;4.55663;153173945;930
310;C(310, 75, 78, 123);7;4.55663;153173945;930
310;C(310, 77, 115, 132);7;4.55663;153173945;930
310;C(310, 95, 112, 117);7;4.55663;153173945;930
310;C(310, 95, 131, 136);7;4.55663;153173945;930
310;C(310, 97, 122, 145);7;4.55663;153173945;930
310;C(310, 115, 116, 139);7;4.55663;153173945;930
310;C(310, 126, 145, 151);7;4.55663;153173945;930
311;C(311, 1, 19, 65);7;4.56129;164596326;933
311;C(311, 1, 29, 67);7;4.56129;164596326;933
311;C(311, 1, 57, 148);7;4.56129;164596326;933
311;C(311, 1, 60, 139);7;4.56129;164596326;933
311;C(311, 1, 118, 131);7;4.56129;164596326;933
311;C(311, 1, 132, 145);7;4.56129;164596326;933
311;C(311, 2, 15, 114);7;4.56129;164596326;933
311;C(311, 2, 21, 47);7;4.56129;164596326;933
311;C(311, 2, 33, 120);7;4.56129;164596326;933
311;C(311, 2, 38, 130);7;4.56129;164596326;933
311;C(311, 2, 49, 75);7;4.56129;164596326;933
